province,district,attribute,count,pct,factor
balochistan,quetta,class 3,161,0.043396226,Highest level of education attained
balochistan,quetta,class 4,232,0.062533693,Highest level of education attained
balochistan,quetta,class 5,422,0.113746631,Highest level of education attained
balochistan,quetta,class 6,199,0.053638814,Highest level of education attained
balochistan,quetta,class 7,155,0.041778976,Highest level of education attained
balochistan,quetta,class 8,338,0.091105121,Highest level of education attained
balochistan,quetta,class 9,141,0.038005391,Highest level of education attained
balochistan,quetta,class 10,581,0.156603774,Highest level of education attained
balochistan,quetta,polytechnic diploma/other diplomas,23,0.006199461,Highest level of education attained
balochistan,quetta,fa/fsc/i-com,257,0.069272237,Highest level of education attained
balochistan,quetta,ba/bsc/bed/bcs,195,0.052560647,Highest level of education attained
balochistan,quetta,ma/msc/med/mcs,134,0.036118598,Highest level of education attained
balochistan,quetta,degree in engineering,5,0.001347709,Highest level of education attained
balochistan,quetta,degree in medicine,11,0.00296496,Highest level of education attained
balochistan,quetta,degree in law,3,0.000808625,Highest level of education attained
balochistan,quetta,mphil/phd,1,0.000269542,Highest level of education attained
balochistan,quetta,others,102,0.027493261,Highest level of education attained
balochistan,dera bugti,less than 1,16,0.038186158,Highest level of education attained
balochistan,dera bugti,class 1,20,0.047732697,Highest level of education attained
balochistan,dera bugti,class 2,49,0.116945107,Highest level of education attained
balochistan,dera bugti,class 3,55,0.131264916,Highest level of education attained
balochistan,dera bugti,class 4,69,0.164677804,Highest level of education attained
balochistan,dera bugti,class 5,103,0.245823389,Highest level of education attained
balochistan,dera bugti,class 6,35,0.08353222,Highest level of education attained
balochistan,dera bugti,class 7,8,0.019093079,Highest level of education attained
balochistan,dera bugti,class 8,7,0.016706444,Highest level of education attained
balochistan,dera bugti,class 9,2,0.00477327,Highest level of education attained
balochistan,dera bugti,class 10,33,0.07875895,Highest level of education attained
balochistan,dera bugti,polytechnic diploma/other diplomas,1,0.002386635,Highest level of education attained
balochistan,dera bugti,fa/fsc/i-com,20,0.047732697,Highest level of education attained
balochistan,dera bugti,ba/bsc/bed/bcs,1,0.002386635,Highest level of education attained
balochistan,harnai,less than 1,112,0.140703518,Highest level of education attained
balochistan,harnai,class 1,70,0.087939698,Highest level of education attained
balochistan,harnai,class 2,69,0.086683417,Highest level of education attained
balochistan,harnai,class 3,25,0.031407035,Highest level of education attained
balochistan,harnai,class 4,32,0.040201005,Highest level of education attained
balochistan,harnai,class 5,110,0.138190955,Highest level of education attained
balochistan,harnai,class 6,23,0.028894472,Highest level of education attained
balochistan,harnai,class 7,17,0.021356784,Highest level of education attained
balochistan,harnai,class 8,74,0.092964824,Highest level of education attained
balochistan,harnai,class 9,28,0.035175879,Highest level of education attained
balochistan,harnai,class 10,131,0.164572864,Highest level of education attained
balochistan,harnai,fa/fsc/i-com,45,0.056532663,Highest level of education attained
balochistan,harnai,ba/bsc/bed/bcs,25,0.031407035,Highest level of education attained
balochistan,harnai,ma/msc/med/mcs,17,0.021356784,Highest level of education attained
balochistan,harnai,degree in medicine,2,0.002512563,Highest level of education attained
balochistan,harnai,others,16,0.020100503,Highest level of education attained
balochistan,kohlu,less than 1,111,0.232704403,Highest level of education attained
balochistan,kohlu,class 1,60,0.125786164,Highest level of education attained
balochistan,kohlu,class 2,50,0.104821803,Highest level of education attained
balochistan,kohlu,class 3,37,0.077568134,Highest level of education attained
balochistan,kohlu,class 4,75,0.157232704,Highest level of education attained
balochistan,kohlu,class 5,69,0.144654088,Highest level of education attained
balochistan,kohlu,class 6,13,0.027253669,Highest level of education attained
balochistan,kohlu,class 7,10,0.020964361,Highest level of education attained
balochistan,kohlu,class 8,9,0.018867925,Highest level of education attained
balochistan,kohlu,class 9,4,0.008385744,Highest level of education attained
balochistan,kohlu,class 10,24,0.050314465,Highest level of education attained
balochistan,kohlu,fa/fsc/i-com,14,0.029350105,Highest level of education attained
balochistan,kohlu,degree in engineering,1,0.002096436,Highest level of education attained
balochistan,sibbi,less than 1,103,0.085904921,Highest level of education attained
balochistan,sibbi,class 1,61,0.05087573,Highest level of education attained
balochistan,sibbi,class 2,52,0.043369475,Highest level of education attained
balochistan,sibbi,class 3,48,0.040033361,Highest level of education attained
balochistan,sibbi,class 4,50,0.041701418,Highest level of education attained
balochistan,sibbi,class 5,154,0.128440367,Highest level of education attained
balochistan,sibbi,class 6,47,0.039199333,Highest level of education attained
balochistan,sibbi,class 7,47,0.039199333,Highest level of education attained
balochistan,sibbi,class 8,105,0.087572977,Highest level of education attained
balochistan,sibbi,class 9,28,0.023352794,Highest level of education attained
balochistan,sibbi,class 10,208,0.173477898,Highest level of education attained
balochistan,sibbi,polytechnic diploma/other diplomas,11,0.009174312,Highest level of education attained
balochistan,sibbi,fa/fsc/i-com,94,0.078398666,Highest level of education attained
balochistan,sibbi,ba/bsc/bed/bcs,111,0.092577148,Highest level of education attained
balochistan,sibbi,ma/msc/med/mcs,59,0.049207673,Highest level of education attained
balochistan,sibbi,degree in engineering,2,0.001668057,Highest level of education attained
balochistan,sibbi,degree in medicine,3,0.002502085,Highest level of education attained
balochistan,sibbi,degree in law,2,0.001668057,Highest level of education attained
balochistan,sibbi,others,14,0.011676397,Highest level of education attained
balochistan,ziarat,less than 1,93,0.081578947,Highest level of education attained
balochistan,ziarat,class 1,73,0.064035088,Highest level of education attained
balochistan,ziarat,class 2,87,0.076315789,Highest level of education attained
balochistan,ziarat,class 3,85,0.074561404,Highest level of education attained
balochistan,ziarat,class 4,78,0.068421053,Highest level of education attained
balochistan,ziarat,class 5,201,0.176315789,Highest level of education attained
balochistan,ziarat,class 6,58,0.050877193,Highest level of education attained
balochistan,ziarat,class 7,51,0.044736842,Highest level of education attained
balochistan,ziarat,class 8,98,0.085964912,Highest level of education attained
balochistan,ziarat,class 9,47,0.04122807,Highest level of education attained
balochistan,ziarat,class 10,166,0.145614035,Highest level of education attained
balochistan,ziarat,polytechnic diploma/other diplomas,1,0.000877193,Highest level of education attained
balochistan,ziarat,fa/fsc/i-com,47,0.04122807,Highest level of education attained
balochistan,ziarat,ba/bsc/bed/bcs,9,0.007894737,Highest level of education attained
balochistan,ziarat,ma/msc/med/mcs,19,0.016666667,Highest level of education attained
balochistan,ziarat,degree in engineering,1,0.000877193,Highest level of education attained
balochistan,ziarat,degree in medicine,9,0.007894737,Highest level of education attained
balochistan,ziarat,others,17,0.014912281,Highest level of education attained
balochistan,barkhan,less than 1,168,0.167497507,Highest level of education attained
balochistan,barkhan,class 1,104,0.103688933,Highest level of education attained
balochistan,barkhan,class 2,108,0.107676969,Highest level of education attained
balochistan,barkhan,class 3,66,0.065802592,Highest level of education attained
balochistan,barkhan,class 4,119,0.118644068,Highest level of education attained
balochistan,barkhan,class 5,133,0.132602193,Highest level of education attained
balochistan,barkhan,class 6,21,0.020937188,Highest level of education attained
balochistan,barkhan,class 7,38,0.037886341,Highest level of education attained
balochistan,barkhan,class 8,73,0.072781655,Highest level of education attained
balochistan,barkhan,class 9,15,0.014955135,Highest level of education attained
balochistan,barkhan,class 10,90,0.089730808,Highest level of education attained
balochistan,barkhan,polytechnic diploma/other diplomas,4,0.003988036,Highest level of education attained
balochistan,barkhan,fa/fsc/i-com,47,0.046859422,Highest level of education attained
balochistan,barkhan,ba/bsc/bed/bcs,14,0.013958126,Highest level of education attained
balochistan,barkhan,ma/msc/med/mcs,2,0.001994018,Highest level of education attained
balochistan,barkhan,others,1,0.000997009,Highest level of education attained
balochistan,qilla saifullah,less than 1,199,0.172294372,Highest level of education attained
balochistan,qilla saifullah,class 1,131,0.113419913,Highest level of education attained
balochistan,qilla saifullah,class 2,135,0.116883117,Highest level of education attained
balochistan,qilla saifullah,class 3,83,0.071861472,Highest level of education attained
balochistan,qilla saifullah,class 4,160,0.138528139,Highest level of education attained
balochistan,qilla saifullah,class 5,179,0.154978355,Highest level of education attained
balochistan,qilla saifullah,class 6,46,0.03982684,Highest level of education attained
balochistan,qilla saifullah,class 7,26,0.022510823,Highest level of education attained
balochistan,qilla saifullah,class 8,85,0.073593074,Highest level of education attained
balochistan,qilla saifullah,class 9,19,0.016450216,Highest level of education attained
balochistan,qilla saifullah,class 10,57,0.049350649,Highest level of education attained
balochistan,qilla saifullah,fa/fsc/i-com,23,0.01991342,Highest level of education attained
balochistan,qilla saifullah,ba/bsc/bed/bcs,6,0.005194805,Highest level of education attained
balochistan,qilla saifullah,ma/msc/med/mcs,2,0.001731602,Highest level of education attained
balochistan,qilla saifullah,degree in medicine,1,0.000865801,Highest level of education attained
balochistan,qilla saifullah,others,3,0.002597403,Highest level of education attained
balochistan,loralai,less than 1,60,0.071684588,Highest level of education attained
balochistan,loralai,class 1,29,0.034647551,Highest level of education attained
balochistan,loralai,class 2,53,0.063321386,Highest level of education attained
balochistan,loralai,class 3,51,0.0609319,Highest level of education attained
balochistan,loralai,class 4,80,0.09557945,Highest level of education attained
balochistan,loralai,class 5,174,0.207885305,Highest level of education attained
balochistan,loralai,class 6,32,0.03823178,Highest level of education attained
balochistan,loralai,class 7,43,0.051373955,Highest level of education attained
balochistan,loralai,class 8,66,0.078853047,Highest level of education attained
balochistan,loralai,class 9,23,0.027479092,Highest level of education attained
balochistan,loralai,class 10,134,0.160095579,Highest level of education attained
balochistan,loralai,fa/fsc/i-com,32,0.03823178,Highest level of education attained
balochistan,loralai,ba/bsc/bed/bcs,26,0.031063321,Highest level of education attained
balochistan,loralai,ma/msc/med/mcs,12,0.014336918,Highest level of education attained
balochistan,loralai,degree in engineering,1,0.001194743,Highest level of education attained
balochistan,loralai,others,21,0.025089606,Highest level of education attained
balochistan,musa khel,less than 1,30,0.066518847,Highest level of education attained
balochistan,musa khel,class 1,21,0.046563193,Highest level of education attained
balochistan,musa khel,class 2,32,0.070953437,Highest level of education attained
balochistan,musa khel,class 3,51,0.11308204,Highest level of education attained
balochistan,musa khel,class 4,46,0.101995565,Highest level of education attained
balochistan,musa khel,class 5,117,0.259423503,Highest level of education attained
balochistan,musa khel,class 6,12,0.026607539,Highest level of education attained
balochistan,musa khel,class 7,24,0.053215078,Highest level of education attained
balochistan,musa khel,class 8,28,0.062084257,Highest level of education attained
balochistan,musa khel,class 9,12,0.026607539,Highest level of education attained
balochistan,musa khel,class 10,38,0.084257206,Highest level of education attained
balochistan,musa khel,fa/fsc/i-com,5,0.011086475,Highest level of education attained
balochistan,musa khel,ba/bsc/bed/bcs,12,0.026607539,Highest level of education attained
balochistan,musa khel,ma/msc/med/mcs,3,0.006651885,Highest level of education attained
balochistan,musa khel,others,20,0.044345898,Highest level of education attained
balochistan,sheani,less than 1,104,0.154531947,Highest level of education attained
balochistan,sheani,class 1,71,0.105497771,Highest level of education attained
balochistan,sheani,class 2,73,0.108469539,Highest level of education attained
balochistan,sheani,class 3,65,0.096582467,Highest level of education attained
balochistan,sheani,class 4,41,0.060921248,Highest level of education attained
balochistan,sheani,class 5,82,0.121842496,Highest level of education attained
balochistan,sheani,class 6,23,0.034175334,Highest level of education attained
balochistan,sheani,class 7,14,0.020802377,Highest level of education attained
balochistan,sheani,class 8,44,0.0653789,Highest level of education attained
balochistan,sheani,class 9,13,0.019316493,Highest level of education attained
balochistan,sheani,class 10,80,0.118870728,Highest level of education attained
balochistan,sheani,polytechnic diploma/other diplomas,4,0.005943536,Highest level of education attained
balochistan,sheani,fa/fsc/i-com,33,0.049034175,Highest level of education attained
balochistan,sheani,ba/bsc/bed/bcs,10,0.014858841,Highest level of education attained
balochistan,sheani,ma/msc/med/mcs,7,0.010401189,Highest level of education attained
balochistan,sheani,others,9,0.013372957,Highest level of education attained
balochistan,zhob,less than 1,101,0.114124294,Highest level of education attained
balochistan,zhob,class 1,70,0.079096045,Highest level of education attained
balochistan,zhob,class 2,70,0.079096045,Highest level of education attained
balochistan,zhob,class 3,74,0.083615819,Highest level of education attained
balochistan,zhob,class 4,54,0.061016949,Highest level of education attained
balochistan,zhob,class 5,150,0.169491525,Highest level of education attained
balochistan,zhob,class 6,31,0.035028249,Highest level of education attained
balochistan,zhob,class 7,24,0.027118644,Highest level of education attained
balochistan,zhob,class 8,49,0.055367232,Highest level of education attained
balochistan,zhob,class 9,23,0.025988701,Highest level of education attained
balochistan,zhob,class 10,99,0.111864407,Highest level of education attained
balochistan,zhob,polytechnic diploma/other diplomas,1,0.001129944,Highest level of education attained
balochistan,zhob,fa/fsc/i-com,60,0.06779661,Highest level of education attained
balochistan,zhob,ba/bsc/bed/bcs,42,0.047457627,Highest level of education attained
balochistan,zhob,ma/msc/med/mcs,20,0.02259887,Highest level of education attained
balochistan,zhob,degree in engineering,3,0.003389831,Highest level of education attained
balochistan,zhob,degree in medicine,2,0.002259887,Highest level of education attained
balochistan,zhob,degree in law,1,0.001129944,Highest level of education attained
balochistan,zhob,others,11,0.012429379,Highest level of education attained
islamabad,islamabad,less than 1,185,0.077115465,Highest level of education attained
islamabad,islamabad,class 1,78,0.032513547,Highest level of education attained
islamabad,islamabad,class 2,56,0.02334306,Highest level of education attained
islamabad,islamabad,class 3,78,0.032513547,Highest level of education attained
islamabad,islamabad,class 4,92,0.038349312,Highest level of education attained
islamabad,islamabad,class 5,218,0.090871196,Highest level of education attained
islamabad,islamabad,class 6,76,0.031679867,Highest level of education attained
islamabad,islamabad,class 7,85,0.03543143,Highest level of education attained
islamabad,islamabad,class 8,236,0.098374323,Highest level of education attained
islamabad,islamabad,class 9,72,0.030012505,Highest level of education attained
islamabad,islamabad,class 10,424,0.176740308,Highest level of education attained
islamabad,islamabad,polytechnic diploma/other diplomas,12,0.005002084,Highest level of education attained
islamabad,islamabad,fa/fsc/i-com,286,0.11921634,Highest level of education attained
islamabad,islamabad,ba/bsc/bed/bcs,244,0.101709045,Highest level of education attained
islamabad,islamabad,ma/msc/med/mcs,192,0.080033347,Highest level of education attained
islamabad,islamabad,degree in engineering,29,0.01208837,Highest level of education attained
islamabad,islamabad,degree in medicine,21,0.008753647,Highest level of education attained
islamabad,islamabad,degree in law,7,0.002917882,Highest level of education attained
islamabad,islamabad,mphil/phd,4,0.001667361,Highest level of education attained
islamabad,islamabad,others,4,0.001667361,Highest level of education attained
kpk,bannu,less than 1,62,0.060843965,Current grade
kpk,bannu,class 1,166,0.162904809,Current grade
kpk,bannu,class 2,123,0.120706575,Current grade
kpk,bannu,class 3,97,0.095191364,Current grade
kpk,bannu,class 4,58,0.056918548,Current grade
kpk,bannu,class 5,83,0.081452404,Current grade
kpk,bannu,class 6,59,0.057899902,Current grade
kpk,bannu,class 7,50,0.049067713,Current grade
kpk,bannu,class 8,54,0.052993131,Current grade
kpk,bannu,class 9,56,0.054955839,Current grade
kpk,bannu,class 10,48,0.047105005,Current grade
kpk,bannu,polytechnic diploma/other diplomas,15,0.014720314,Current grade
kpk,bannu,fa/fsc/i-com,43,0.042198234,Current grade
kpk,bannu,ba/bsc/bed/bcs,62,0.060843965,Current grade
kpk,bannu,ma/msc/med/mcs,23,0.022571148,Current grade
kpk,bannu,degree in engineering,3,0.002944063,Current grade
kpk,bannu,degree in medicine,2,0.001962709,Current grade
kpk,bannu,degree in agriculture,1,0.000981354,Current grade
kpk,bannu,mphil/phd,1,0.000981354,Current grade
kpk,bannu,others,13,0.012757605,Current grade
kpk,lakki marwat,less than 1,76,0.085972851,Current grade
kpk,lakki marwat,class 1,117,0.132352941,Current grade
kpk,lakki marwat,class 2,95,0.107466063,Current grade
kpk,lakki marwat,class 3,65,0.073529412,Current grade
kpk,lakki marwat,class 4,56,0.063348416,Current grade
kpk,lakki marwat,class 5,54,0.061085973,Current grade
kpk,lakki marwat,class 6,64,0.07239819,Current grade
kpk,lakki marwat,class 7,43,0.048642534,Current grade
kpk,lakki marwat,class 8,45,0.050904977,Current grade
kpk,lakki marwat,class 9,53,0.059954751,Current grade
kpk,lakki marwat,class 10,47,0.053167421,Current grade
kpk,lakki marwat,polytechnic diploma/other diplomas,15,0.016968326,Current grade
kpk,lakki marwat,fa/fsc/i-com,62,0.070135747,Current grade
kpk,lakki marwat,ba/bsc/bed/bcs,40,0.045248869,Current grade
kpk,lakki marwat,ma/msc/med/mcs,18,0.020361991,Current grade
kpk,lakki marwat,degree in engineering,3,0.003393665,Current grade
kpk,lakki marwat,others,31,0.035067873,Current grade
kpk,d.i.khan,less than 1,77,0.081914894,Current grade
kpk,d.i.khan,class 1,139,0.14787234,Current grade
kpk,d.i.khan,class 2,111,0.118085106,Current grade
kpk,d.i.khan,class 3,69,0.073404255,Current grade
kpk,d.i.khan,class 4,62,0.065957447,Current grade
kpk,d.i.khan,class 5,74,0.078723404,Current grade
kpk,d.i.khan,class 6,76,0.080851064,Current grade
kpk,d.i.khan,class 7,50,0.053191489,Current grade
kpk,d.i.khan,class 8,46,0.04893617,Current grade
kpk,d.i.khan,class 9,47,0.05,Current grade
kpk,d.i.khan,class 10,55,0.058510638,Current grade
kpk,d.i.khan,polytechnic diploma/other diplomas,8,0.008510638,Current grade
kpk,d.i.khan,fa/fsc/i-com,53,0.056382979,Current grade
kpk,d.i.khan,ba/bsc/bed/bcs,31,0.032978723,Current grade
kpk,d.i.khan,ma/msc/med/mcs,9,0.009574468,Current grade
kpk,d.i.khan,degree in engineering,2,0.00212766,Current grade
kpk,d.i.khan,degree in medicine,2,0.00212766,Current grade
kpk,d.i.khan,others,29,0.030851064,Current grade
kpk,tank,less than 1,31,0.046337818,Current grade
kpk,tank,class 1,83,0.12406577,Current grade
kpk,tank,class 2,81,0.121076233,Current grade
kpk,tank,class 3,67,0.100149477,Current grade
kpk,tank,class 4,60,0.089686099,Current grade
kpk,tank,class 5,59,0.08819133,Current grade
kpk,tank,class 6,48,0.071748879,Current grade
kpk,tank,class 7,40,0.059790732,Current grade
kpk,tank,class 8,38,0.056801196,Current grade
kpk,tank,class 9,43,0.064275037,Current grade
kpk,tank,class 10,35,0.052316891,Current grade
kpk,tank,polytechnic diploma/other diplomas,8,0.011958146,Current grade
kpk,tank,fa/fsc/i-com,31,0.046337818,Current grade
kpk,tank,ba/bsc/bed/bcs,20,0.029895366,Current grade
kpk,tank,ma/msc/med/mcs,4,0.005979073,Current grade
kpk,tank,degree in medicine,1,0.001494768,Current grade
kpk,tank,mphil/phd,1,0.001494768,Current grade
kpk,tank,others,19,0.028400598,Current grade
kpk,abbottabad,less than 1,108,0.095238095,Current grade
kpk,abbottabad,class 1,120,0.105820106,Current grade
kpk,abbottabad,class 2,88,0.077601411,Current grade
kpk,abbottabad,class 3,82,0.072310406,Current grade
kpk,abbottabad,class 4,67,0.059082892,Current grade
kpk,abbottabad,class 5,75,0.066137566,Current grade
kpk,abbottabad,class 6,86,0.075837743,Current grade
kpk,abbottabad,class 7,71,0.062610229,Current grade
kpk,abbottabad,class 8,71,0.062610229,Current grade
kpk,abbottabad,class 9,76,0.0670194,Current grade
kpk,abbottabad,class 10,81,0.071428571,Current grade
kpk,abbottabad,polytechnic diploma/other diplomas,11,0.009700176,Current grade
kpk,abbottabad,fa/fsc/i-com,86,0.075837743,Current grade
kpk,abbottabad,ba/bsc/bed/bcs,51,0.044973545,Current grade
kpk,abbottabad,ma/msc/med/mcs,28,0.024691358,Current grade
kpk,abbottabad,degree in engineering,2,0.001763668,Current grade
kpk,abbottabad,degree in medicine,5,0.004409171,Current grade
kpk,abbottabad,degree in law,2,0.001763668,Current grade
kpk,abbottabad,mphil/phd,3,0.002645503,Current grade
kpk,abbottabad,others,21,0.018518519,Current grade
kpk,batagram,less than 1,86,0.115746972,Current grade
kpk,batagram,class 1,128,0.172274563,Current grade
kpk,batagram,class 2,109,0.146702557,Current grade
kpk,batagram,class 3,85,0.114401077,Current grade
kpk,batagram,class 4,61,0.082099596,Current grade
kpk,batagram,class 5,57,0.076716016,Current grade
kpk,batagram,class 6,35,0.047106326,Current grade
kpk,batagram,class 7,31,0.041722746,Current grade
kpk,batagram,class 8,31,0.041722746,Current grade
kpk,batagram,class 9,36,0.048452221,Current grade
kpk,batagram,class 10,24,0.03230148,Current grade
kpk,batagram,polytechnic diploma/other diplomas,2,0.00269179,Current grade
kpk,batagram,fa/fsc/i-com,13,0.017496635,Current grade
kpk,batagram,ba/bsc/bed/bcs,17,0.022880215,Current grade
kpk,batagram,ma/msc/med/mcs,2,0.00269179,Current grade
kpk,batagram,degree in engineering,1,0.001345895,Current grade
kpk,batagram,degree in medicine,2,0.00269179,Current grade
kpk,batagram,others,23,0.030955585,Current grade
kpk,haripur,less than 1,95,0.094246032,Current grade
kpk,haripur,class 1,115,0.114087302,Current grade
kpk,haripur,class 2,84,0.083333333,Current grade
kpk,haripur,class 3,66,0.06547619,Current grade
kpk,haripur,class 4,77,0.076388889,Current grade
kpk,haripur,class 5,68,0.067460317,Current grade
kpk,haripur,class 6,76,0.075396825,Current grade
kpk,haripur,class 7,47,0.046626984,Current grade
kpk,haripur,class 8,72,0.071428571,Current grade
kpk,haripur,class 9,67,0.066468254,Current grade
kpk,haripur,class 10,56,0.055555556,Current grade
kpk,haripur,polytechnic diploma/other diplomas,9,0.008928571,Current grade
kpk,haripur,fa/fsc/i-com,72,0.071428571,Current grade
kpk,haripur,ba/bsc/bed/bcs,53,0.052579365,Current grade
kpk,haripur,ma/msc/med/mcs,32,0.031746032,Current grade
kpk,haripur,degree in engineering,1,0.000992063,Current grade
kpk,haripur,degree in law,1,0.000992063,Current grade
kpk,haripur,mphil/phd,4,0.003968254,Current grade
kpk,haripur,others,13,0.012896825,Current grade
kpk,kohistan,less than 1,8,0.026578073,Current grade
kpk,kohistan,class 1,65,0.215946844,Current grade
kpk,kohistan,class 2,39,0.129568106,Current grade
kpk,kohistan,class 3,42,0.139534884,Current grade
kpk,kohistan,class 4,26,0.086378738,Current grade
kpk,kohistan,class 5,46,0.15282392,Current grade
kpk,kohistan,class 6,14,0.046511628,Current grade
kpk,kohistan,class 7,15,0.049833887,Current grade
kpk,kohistan,class 8,8,0.026578073,Current grade
kpk,kohistan,class 9,13,0.043189369,Current grade
kpk,kohistan,class 10,3,0.009966777,Current grade
kpk,kohistan,polytechnic diploma/other diplomas,3,0.009966777,Current grade
kpk,kohistan,fa/fsc/i-com,7,0.023255814,Current grade
kpk,kohistan,ba/bsc/bed/bcs,2,0.006644518,Current grade
kpk,kohistan,ma/msc/med/mcs,2,0.006644518,Current grade
kpk,kohistan,others,8,0.026578073,Current grade
kpk,manshera,less than 1,110,0.103383459,Current grade
kpk,manshera,class 1,106,0.09962406,Current grade
kpk,manshera,class 2,99,0.093045113,Current grade
kpk,manshera,class 3,87,0.081766917,Current grade
kpk,manshera,class 4,76,0.071428571,Current grade
kpk,manshera,class 5,90,0.084586466,Current grade
kpk,manshera,class 6,60,0.056390977,Current grade
kpk,manshera,class 7,57,0.053571429,Current grade
kpk,manshera,class 8,67,0.062969925,Current grade
kpk,manshera,class 9,68,0.063909774,Current grade
kpk,manshera,class 10,79,0.07424812,Current grade
kpk,manshera,polytechnic diploma/other diplomas,9,0.008458647,Current grade
kpk,manshera,fa/fsc/i-com,63,0.059210526,Current grade
kpk,manshera,ba/bsc/bed/bcs,33,0.031015038,Current grade
kpk,manshera,ma/msc/med/mcs,24,0.022556391,Current grade
kpk,manshera,degree in engineering,4,0.003759398,Current grade
kpk,manshera,degree in medicine,1,0.00093985,Current grade
kpk,manshera,degree in law,2,0.001879699,Current grade
kpk,manshera,mphil/phd,2,0.001879699,Current grade
kpk,manshera,others,27,0.02537594,Current grade
kpk,torgarh,less than 1,46,0.132183908,Current grade
kpk,torgarh,class 1,63,0.181034483,Current grade
kpk,torgarh,class 2,59,0.16954023,Current grade
kpk,torgarh,class 3,43,0.123563218,Current grade
kpk,torgarh,class 4,26,0.074712644,Current grade
kpk,torgarh,class 5,26,0.074712644,Current grade
kpk,torgarh,class 6,14,0.040229885,Current grade
kpk,torgarh,class 7,13,0.037356322,Current grade
kpk,torgarh,class 8,9,0.025862069,Current grade
kpk,torgarh,class 9,11,0.031609195,Current grade
kpk,torgarh,class 10,5,0.014367816,Current grade
kpk,torgarh,fa/fsc/i-com,3,0.00862069,Current grade
kpk,torgarh,ba/bsc/bed/bcs,1,0.002873563,Current grade
kpk,torgarh,degree in engineering,1,0.002873563,Current grade
kpk,torgarh,others,28,0.08045977,Current grade
kpk,hangu,less than 1,85,0.084158416,Current grade
kpk,hangu,class 1,129,0.127722772,Current grade
kpk,hangu,class 2,119,0.117821782,Current grade
kpk,hangu,class 3,97,0.096039604,Current grade
kpk,hangu,class 4,78,0.077227723,Current grade
kpk,hangu,class 5,73,0.072277228,Current grade
kpk,hangu,class 6,91,0.09009901,Current grade
kpk,hangu,class 7,72,0.071287129,Current grade
kpk,hangu,class 8,53,0.052475248,Current grade
kpk,hangu,class 9,51,0.05049505,Current grade
kpk,hangu,class 10,68,0.067326733,Current grade
kpk,hangu,polytechnic diploma/other diplomas,10,0.00990099,Current grade
kpk,hangu,fa/fsc/i-com,48,0.047524752,Current grade
kpk,hangu,ba/bsc/bed/bcs,21,0.020792079,Current grade
kpk,hangu,ma/msc/med/mcs,7,0.006930693,Current grade
kpk,hangu,degree in engineering,3,0.002970297,Current grade
kpk,hangu,others,5,0.004950495,Current grade
kpk,karak,less than 1,69,0.059075342,Current grade
kpk,karak,class 1,149,0.127568493,Current grade
kpk,karak,class 2,106,0.090753425,Current grade
kpk,karak,class 3,119,0.101883562,Current grade
kpk,karak,class 4,82,0.070205479,Current grade
kpk,karak,class 5,91,0.077910959,Current grade
kpk,karak,class 6,104,0.089041096,Current grade
kpk,karak,class 7,70,0.059931507,Current grade
kpk,karak,class 8,70,0.059931507,Current grade
kpk,karak,class 9,89,0.07619863,Current grade
kpk,karak,class 10,66,0.056506849,Current grade
kpk,karak,polytechnic diploma/other diplomas,22,0.018835616,Current grade
kpk,karak,fa/fsc/i-com,67,0.057363014,Current grade
kpk,karak,ba/bsc/bed/bcs,33,0.028253425,Current grade
kpk,karak,ma/msc/med/mcs,7,0.005993151,Current grade
kpk,karak,degree in engineering,3,0.002568493,Current grade
kpk,karak,mphil/phd,2,0.001712329,Current grade
kpk,karak,others,19,0.016267123,Current grade
kpk,kohat,less than 1,108,0.103646833,Current grade
kpk,kohat,class 1,109,0.104606526,Current grade
kpk,kohat,class 2,94,0.090211132,Current grade
kpk,kohat,class 3,108,0.103646833,Current grade
kpk,kohat,class 4,87,0.083493282,Current grade
kpk,kohat,class 5,88,0.084452975,Current grade
kpk,kohat,class 6,87,0.083493282,Current grade
kpk,kohat,class 7,62,0.05950096,Current grade
kpk,kohat,class 8,68,0.065259117,Current grade
kpk,kohat,class 9,63,0.060460653,Current grade
kpk,kohat,class 10,48,0.046065259,Current grade
kpk,kohat,polytechnic diploma/other diplomas,13,0.012476008,Current grade
kpk,kohat,fa/fsc/i-com,58,0.055662188,Current grade
kpk,kohat,ba/bsc/bed/bcs,24,0.02303263,Current grade
kpk,kohat,ma/msc/med/mcs,13,0.012476008,Current grade
kpk,kohat,degree in engineering,1,0.000959693,Current grade
kpk,kohat,degree in medicine,1,0.000959693,Current grade
kpk,kohat,mphil/phd,1,0.000959693,Current grade
kpk,kohat,others,9,0.008637236,Current grade
kpk,bonair,less than 1,86,0.081439394,Current grade
kpk,bonair,class 1,133,0.12594697,Current grade
kpk,bonair,class 2,126,0.119318182,Current grade
kpk,bonair,class 3,115,0.108901515,Current grade
kpk,bonair,class 4,115,0.108901515,Current grade
kpk,bonair,class 5,84,0.079545455,Current grade
kpk,bonair,class 6,84,0.079545455,Current grade
kpk,bonair,class 7,59,0.055871212,Current grade
kpk,bonair,class 8,42,0.039772727,Current grade
kpk,bonair,class 9,49,0.046401515,Current grade
kpk,bonair,class 10,37,0.035037879,Current grade
kpk,bonair,polytechnic diploma/other diplomas,9,0.008522727,Current grade
kpk,bonair,fa/fsc/i-com,43,0.040719697,Current grade
kpk,bonair,ba/bsc/bed/bcs,32,0.03030303,Current grade
